initial_bankroll,final_bankroll,roi,win_rate,total_bets,sharpe,max_drawdown,cagr,brier_score
1000.0,739.7003733882805,-0.2602996266117195,0.0,30,-63.01175400645208,0.2528279056684036,-0.9999999999988956,0.19896317570481326
