initial_bankroll,final_bankroll,roi,win_rate,total_bets,sharpe,max_drawdown,cagr
1000.0,6377.979039446038,5.377979039446038,0.7760617760617761,518,4.740618252983914,0.11442514353502083,39.37088721062912
