player,brier_raw,brier_cal,saved,n_val
Byron Scott,0.24555555555555547,0.24555555555555547,True,30
Chris King,0.22222222222222224,0.22222222222222224,True,6
Clifford Rozier,0.22222222222222218,0.22222222222222218,True,21
Clyde Drexler,0.24913494809688583,0.24913494809688583,True,17
Dan Schayes,0.24489795918367352,0.24489795918367352,True,21
