player,game_date,target,last_3_avg,last_5_avg,last_10_avg,last_3_std,days_rest,is_home,opp_def,multi_PER,multi_WS,multi_TS_PCT,multi_season_PTS_avg,injury_sentiment,morale_score,motivation
Nikola Jokic,2022-10-21,26.0,27.0,27.0,27.0,0.0,1.0,0,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-10-22,19.0,26.5,26.5,26.5,0.0,0.0,1,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-10-24,9.0,24.0,24.0,24.0,3.559026084010437,1.0,0,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-10-26,31.0,18.0,20.25,20.25,6.97614984548545,1.0,1,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-10-28,12.0,19.666666666666668,22.4,22.4,8.993825042154695,1.0,1,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-10-30,23.0,17.333333333333332,19.4,20.666666666666668,9.741092797468305,1.0,0,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-11-03,15.0,22.0,18.8,21.0,7.788880963698615,3.0,0,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-11-05,21.0,16.666666666666668,18.0,20.25,4.642796092394707,1.0,1,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-11-07,26.0,19.666666666666668,20.4,20.333333333333332,3.39934634239519,1.0,0,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-11-09,24.0,20.666666666666668,19.4,20.9,4.4969125210773475,1.0,0,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-11-11,29.0,23.666666666666668,21.8,20.6,2.0548046676563256,1.0,0,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-11-13,8.0,26.333333333333332,23.0,20.9,2.0548046676563256,1.0,0,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-11-22,31.0,20.333333333333332,21.6,19.8,8.956685895029603,8.0,1,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-11-23,39.0,22.666666666666668,23.6,22.0,10.402991022884823,0.0,0,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-11-25,19.0,26.0,26.2,22.8,13.140268896284683,1.0,0,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-11-28,32.0,29.666666666666668,25.2,23.5,8.219218670625303,2.0,1,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-11-30,17.0,30.0,25.8,24.4,8.286535263104035,1.0,1,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-12-02,24.0,22.666666666666668,27.6,24.6,6.649979114420001,1.0,0,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-12-04,32.0,24.333333333333332,26.2,24.9,6.128258770283412,1.0,0,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-12-06,19.0,24.333333333333332,24.8,25.5,6.128258770283412,1.0,1,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-12-08,33.0,25.0,24.8,25.0,5.354126134736337,1.0,0,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-12-10,31.0,28.0,25.0,25.4,6.377042156569663,1.0,1,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-12-14,43.0,27.666666666666668,27.8,27.7,6.182412330330469,3.0,1,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-12-16,25.0,35.666666666666664,31.6,28.9,5.2493385826745405,1.0,0,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-12-18,40.0,33.0,30.2,27.5,7.483314773547883,1.0,1,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-12-20,13.0,36.0,34.4,29.6,7.874007874011811,1.0,1,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
Nikola Jokic,2022-12-23,29.0,26.0,30.4,27.7,11.045361017187261,2.0,1,100.0,33.888510726083915,18.840139281197832,0.6714247498270499,1948.6666666666667,-0.94,0.25,0.15
