player,train_rows,val_rows,test_rows,status,model_path
Terrence Shannon Jr.,22,5,4,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Terrence_Shannon_Jr..pkl
Jaden McDaniels,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jaden_McDaniels.pkl
Rob Dillingham,34,7,7,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Rob_Dillingham.pkl
Anthony Edwards,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Anthony_Edwards.pkl
Joe Ingles,13,3,2,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Joe_Ingles.pkl
Bones Hyland,16,3,4,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Bones_Hyland.pkl
Johnny Juzang,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Johnny_Juzang.pkl
Mike Conley,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Mike_Conley.pkl
Naz Reid,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Naz_Reid.pkl
Joan Beringer,0,0,0,skipped,
Jaylen Clark,27,6,6,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jaylen_Clark.pkl
Enrique Freeman,15,3,3,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Enrique_Freeman.pkl
Rudy Gobert,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Rudy_Gobert.pkl
Julius Randle,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Julius_Randle.pkl
Leonard Miller,8,2,2,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Leonard_Miller.pkl
Rocco Zikarsky,0,0,0,skipped,
Ziaire Williams,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Ziaire_Williams.pkl
Danny Wolf,0,0,0,skipped,
Drake Powell,0,0,0,skipped,
Haywood Highsmith,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Haywood_Highsmith.pkl
Egor Dëmin,0,0,0,skipped,
E.J. Liddell,8,2,1,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\E.J._Liddell.pkl
Tyson Etienne,4,1,1,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Tyson_Etienne.pkl
Tyrese Martin,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Tyrese_Martin.pkl
Terance Mann,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Terance_Mann.pkl
Michael Porter Jr.,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Michael_Porter_Jr..pkl
Day'Ron Sharpe,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Day'Ron_Sharpe.pkl
Noah Clowney,31,7,7,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Noah_Clowney.pkl
Jalen Wilson,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jalen_Wilson.pkl
Cam Thomas,17,4,3,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Cam_Thomas.pkl
Nic Claxton,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Nic_Claxton.pkl
Ben Saraf,0,0,0,skipped,
Nolan Traore,0,0,0,skipped,
Jordan Clarkson,25,5,6,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jordan_Clarkson.pkl
Miles McBride,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Miles_McBride.pkl
Josh Hart,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Josh_Hart.pkl
Pacôme Dadiet,12,3,2,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Pacôme_Dadiet.pkl
OG Anunoby,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\OG_Anunoby.pkl
Kevin McCullar Jr.,0,0,0,skipped,
Jalen Brunson,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jalen_Brunson.pkl
Tyler Kolek,28,6,6,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Tyler_Kolek.pkl
Tosan Evbuomwan,19,4,4,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Tosan_Evbuomwan.pkl
Mitchell Robinson,11,2,3,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Mitchell_Robinson.pkl
Mikal Bridges,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Mikal_Bridges.pkl
Guerschon Yabusele,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Guerschon_Yabusele.pkl
Karl-Anthony Towns,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Karl-Anthony_Towns.pkl
Landry Shamet,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Landry_Shamet.pkl
Trey Jemison III,26,6,5,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Trey_Jemison_III.pkl
Mohamed Diawara,0,0,0,skipped,
Ariel Hukporti,17,4,3,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Ariel_Hukporti.pkl
Tyrese Maxey,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Tyrese_Maxey.pkl
Andre Drummond,27,6,6,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Andre_Drummond.pkl
Quentin Grimes,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Quentin_Grimes.pkl
Kyle Lowry,24,5,5,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Kyle_Lowry.pkl
Paul George,28,6,6,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Paul_George.pkl
Kelly Oubre Jr.,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Kelly_Oubre_Jr..pkl
Justin Edwards,30,6,7,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Justin_Edwards.pkl
Trendon Watford,30,6,7,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Trendon_Watford.pkl
Jared McCain,15,3,4,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jared_McCain.pkl
Joel Embiid,13,3,2,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Joel_Embiid.pkl
Johni Broome,0,0,0,skipped,
Eric Gordon,27,6,5,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Eric_Gordon.pkl
Dominick Barlow,24,5,5,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Dominick_Barlow.pkl
Adem Bona,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Adem_Bona.pkl
Jabari Walker,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jabari_Walker.pkl
Hunter Sallis,0,0,0,skipped,
VJ Edgecombe,0,0,0,skipped,
Royce O'Neale,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Royce_O'Neale.pkl
Ryan Dunn,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Ryan_Dunn.pkl
Devin Booker,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Devin_Booker.pkl
Nick Richards,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Nick_Richards.pkl
Dillon Brooks,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Dillon_Brooks.pkl
Jalen Green,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jalen_Green.pkl
Grayson Allen,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Grayson_Allen.pkl
Khaman Maluach,0,0,0,skipped,
Oso Ighodaro,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Oso_Ighodaro.pkl
Collin Gillespie,22,5,5,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Collin_Gillespie.pkl
Koby Brea,0,0,0,skipped,
Mark Williams,30,6,7,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Mark_Williams.pkl
Jamaree Bouyea,3,1,0,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jamaree_Bouyea.pkl
Isaiah Livers,0,0,0,skipped,
Rasheer Fleming,0,0,0,skipped,
Nigel Hayes-Davis,0,0,0,skipped,
Jordan Goodwin,20,4,4,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jordan_Goodwin.pkl
Damian Lillard,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Damian_Lillard.pkl
Scoot Henderson,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Scoot_Henderson.pkl
Blake Wesley,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Blake_Wesley.pkl
Caleb Love,0,0,0,skipped,
Matisse Thybulle,10,2,2,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Matisse_Thybulle.pkl
Jrue Holiday,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jrue_Holiday.pkl
Deni Avdija,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Deni_Avdija.pkl
Jerami Grant,32,7,7,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jerami_Grant.pkl
Yang Hansen,0,0,0,skipped,
Shaedon Sharpe,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Shaedon_Sharpe.pkl
Javonte Cooke,0,0,0,skipped,
Rayan Rupert,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Rayan_Rupert.pkl
Donovan Clingan,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Donovan_Clingan.pkl
Kris Murray,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Kris_Murray.pkl
Duop Reath,31,7,7,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Duop_Reath.pkl
Toumani Camara,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Toumani_Camara.pkl
Robert Williams III,13,3,3,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Robert_Williams_III.pkl
Sidy Cissoko,15,3,3,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Sidy_Cissoko.pkl
Malik Monk,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Malik_Monk.pkl
Nique Clifford,0,0,0,skipped,
Doug McDermott,29,6,6,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Doug_McDermott.pkl
Zach LaVine,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Zach_LaVine.pkl
Precious Achiuwa,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Precious_Achiuwa.pkl
DeMar DeRozan,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\DeMar_DeRozan.pkl
Domantas Sabonis,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Domantas_Sabonis.pkl
Keegan Murray,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Keegan_Murray.pkl
Dennis Schröder,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Dennis_Schröder.pkl
Russell Westbrook,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Russell_Westbrook.pkl
Drew Eubanks,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Drew_Eubanks.pkl
Dario Šarić,10,2,3,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Dario_Šarić.pkl
Devin Carter,24,5,6,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Devin_Carter.pkl
Keon Ellis,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Keon_Ellis.pkl
Isaiah Stevens,0,0,0,skipped,
Daeqwon Plowden,4,1,0,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Daeqwon_Plowden.pkl
Dylan Cardwell,0,0,0,skipped,
Maxime Raynaud,0,0,0,skipped,
Jordan McLaughlin,31,7,7,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jordan_McLaughlin.pkl
Victor Wembanyama,31,7,7,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Victor_Wembanyama.pkl
Dylan Harper,0,0,0,skipped,
Keldon Johnson,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Keldon_Johnson.pkl
De'Aaron Fox,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\De'Aaron_Fox.pkl
Stephon Castle,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Stephon_Castle.pkl
Luke Kornet,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Luke_Kornet.pkl
Kelly Olynyk,30,6,7,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Kelly_Olynyk.pkl
Jeremy Sochan,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jeremy_Sochan.pkl
Carter Bryant,0,0,0,skipped,
Bismack Biyombo,19,4,4,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Bismack_Biyombo.pkl
Devin Vassell,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Devin_Vassell.pkl
David Jones Garcia,0,0,0,skipped,
Riley Minix,0,0,0,skipped,
Julian Champagnie,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Julian_Champagnie.pkl
Harrison Barnes,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Harrison_Barnes.pkl
Lindy Waters III,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Lindy_Waters_III.pkl
Harrison Ingram,3,1,0,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Harrison_Ingram.pkl
Shai Gilgeous-Alexander,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Shai_Gilgeous-Alexander.pkl
Chris Youngblood,0,0,0,skipped,
Luguentz Dort,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Luguentz_Dort.pkl
Jaylin Williams,32,7,7,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jaylin_Williams.pkl
Chet Holmgren,22,5,4,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Chet_Holmgren.pkl
Jalen Williams,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jalen_Williams.pkl
Alex Caruso,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Alex_Caruso.pkl
Isaiah Joe,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Isaiah_Joe.pkl
Thomas Sorber,0,0,0,skipped,
Ousmane Dieng,25,5,6,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Ousmane_Dieng.pkl
Branden Carlson,22,5,4,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Branden_Carlson.pkl
Aaron Wiggins,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Aaron_Wiggins.pkl
Cason Wallace,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Cason_Wallace.pkl
Brooks Barnhizer,0,0,0,skipped,
Ajay Mitchell,24,5,6,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Ajay_Mitchell.pkl
Kenrich Williams,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Kenrich_Williams.pkl
Nikola Topić,0,0,0,skipped,
Isaiah Hartenstein,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Isaiah_Hartenstein.pkl
A.J. Lawson,18,4,3,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\A.J._Lawson.pkl
Gradey Dick,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Gradey_Dick.pkl
Jonathan Mogbo,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jonathan_Mogbo.pkl
Brandon Ingram,12,3,2,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Brandon_Ingram.pkl
Scottie Barnes,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Scottie_Barnes.pkl
Immanuel Quickley,22,5,5,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Immanuel_Quickley.pkl
RJ Barrett,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\RJ_Barrett.pkl
Collin Murray-Boyles,0,0,0,skipped,
Ja'Kobe Walter,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Ja'Kobe_Walter.pkl
Garrett Temple,19,4,4,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Garrett_Temple.pkl
Jakob Poeltl,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jakob_Poeltl.pkl
Jamal Shead,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jamal_Shead.pkl
Chucky Hepburn,0,0,0,skipped,
Ochai Agbaji,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Ochai_Agbaji.pkl
Sandro Mamukelashvili,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Sandro_Mamukelashvili.pkl
Alijah Martin,0,0,0,skipped,
Jamison Battle,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jamison_Battle.pkl
Taylor Hendricks,0,0,0,skipped,
Kyle Anderson,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Kyle_Anderson.pkl
Keyonte George,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Keyonte_George.pkl
Cody Williams,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Cody_Williams.pkl
Isaiah Collier,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Isaiah_Collier.pkl
Svi Mykhailiuk,26,6,5,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Svi_Mykhailiuk.pkl
Walter Clayton Jr.,0,0,0,skipped,
Elijah Harkless,6,1,2,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Elijah_Harkless.pkl
John Tonje,0,0,0,skipped,
Ace Bailey,0,0,0,skipped,
Kyle Filipowski,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Kyle_Filipowski.pkl
Lauri Markkanen,32,7,7,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Lauri_Markkanen.pkl
Walker Kessler,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Walker_Kessler.pkl
Brice Sensabaugh,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Brice_Sensabaugh.pkl
Jusuf Nurkić,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jusuf_Nurkić.pkl
Georges Niang,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Georges_Niang.pkl
Oscar Tshiebwe,9,2,2,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Oscar_Tshiebwe.pkl
Kevin Love,15,3,4,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Kevin_Love.pkl
Jahmai Mashack,0,0,0,skipped,
Jaylen Wells,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jaylen_Wells.pkl
Scotty Pippen Jr.,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Scotty_Pippen_Jr..pkl
Ty Jerome,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Ty_Jerome.pkl
Kentavious Caldwell-Pope,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Kentavious_Caldwell-Pope.pkl
Vince Williams Jr.,18,4,4,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Vince_Williams_Jr..pkl
Santi Aldama,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Santi_Aldama.pkl
Jaren Jackson Jr.,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jaren_Jackson_Jr..pkl
Javon Small,0,0,0,skipped,
Ja Morant,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Ja_Morant.pkl
Zach Edey,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Zach_Edey.pkl
Brandon Clarke,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Brandon_Clarke.pkl
Olivier-Maxence Prosper,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Olivier-Maxence_Prosper.pkl
Cedric Coward,0,0,0,skipped,
Cam Spencer,17,4,3,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Cam_Spencer.pkl
Jock Landale,29,6,6,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jock_Landale.pkl
GG Jackson,20,4,4,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\GG_Jackson.pkl
John Konchar,31,7,7,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\John_Konchar.pkl
Bilal Coulibaly,0,0,0,skipped,
Tristan Vukcevic,0,0,0,skipped,
Cam Whitmore,0,0,0,skipped,
CJ McCollum,0,0,0,skipped,
AJ Johnson,0,0,0,skipped,
Jamir Watkins,0,0,0,skipped,
Bub Carrington,0,0,0,skipped,
Malaki Branham,0,0,0,skipped,
Justin Champagnie,0,0,0,skipped,
Tre Johnson,0,0,0,skipped,
Sharife Cooper,0,0,0,skipped,
Anthony Gill,0,0,0,skipped,
Kyshawn George,0,0,0,skipped,
Alex Sarr,0,0,0,skipped,
Khris Middleton,0,0,0,skipped,
Corey Kispert,0,0,0,skipped,
Will Riley,0,0,0,skipped,
Marvin Bagley III,0,0,0,skipped,
Jalen Duren,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jalen_Duren.pkl
Cade Cunningham,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Cade_Cunningham.pkl
Isaac Jones,27,6,6,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Isaac_Jones.pkl
Ronald Holland II,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Ronald_Holland_II.pkl
Paul Reed,31,7,6,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Paul_Reed.pkl
Caris LeVert,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Caris_LeVert.pkl
Wendell Moore Jr.,24,5,6,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Wendell_Moore_Jr..pkl
Ausar Thompson,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Ausar_Thompson.pkl
Tobias Harris,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Tobias_Harris.pkl
Chaz Lanier,0,0,0,skipped,
Jaden Ivey,20,4,5,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Jaden_Ivey.pkl
Daniss Jenkins,4,1,1,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Daniss_Jenkins.pkl
Marcus Sasser,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Marcus_Sasser.pkl
Isaiah Stewart,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Isaiah_Stewart.pkl
Javonte Green,34,7,8,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Javonte_Green.pkl
Bobi Klintman,5,1,1,trained,C:\Users\bcmad\Downloads\StatMusePicksv2\backend\models_store\roster_run\Bobi_Klintman.pkl
