player,status,n_rows,rmse_advanced,rmse_baseline,delta_rmse
Stephen Curry,ok,13,21.798505461087643,21.798505461087643,0.0
Nikola Jokic,ok,14,18.800680811756102,18.800680811756102,0.0
Kevin Durant,ok,13,7.269919514360258,7.269919514360258,0.0
Luka Doncic,ok,10,10.506782699447076,10.506782699447076,0.0
Devin Booker,ok,15,3.893891318356831,3.893891318356831,0.0
