player,status,n_rows,rmse_advanced,rmse_baseline,delta_rmse
Stephen Curry,ok,13,21.551346038977737,21.551346038977737,0.0
Nikola Jokic,ok,14,18.271812181922197,18.271812181922197,0.0
Kevin Durant,ok,13,7.367890589853134,7.367890589853134,0.0
Luka Doncic,ok,10,10.517349018660667,10.517349018660667,0.0
Devin Booker,ok,15,3.9255987639884617,3.9255987639884617,0.0
