initial_bankroll,final_bankroll,roi,win_rate,total_bets,sharpe,max_drawdown,cagr
1000.0,5065.556459563323,4.065556459563323,0.6729910714285714,896,3.032419437701864,0.20211875189758505,24.489804485051426
